Kumkol	PROD
Crude	PROD
Oil	PROD
from	O
the	OFI
Kumkol	OFI
Oil	OFI
Field	OFI
.	O
Domestic	PROD
Crude	PROD
.	O
Achinsk	REF
Refinery	REF
processes	O
West	PROD
Siberian	PROD
crude	PROD
delivered	O
via	O
the	O
Transneft	PIPE
pipeline	PIPE
system	O
.	O
Angarsk	REF
Refinery	REF
processes	O
West	PROD
Siberian	PROD
crude	PROD
oil	PROD
delivered	O
via	O
the	O
Transneft	PIPE
pipeline	PIPE
system	O
.	O
Komsomolsk	REF
Refinery	REF
processes	O
West	PROD
Siberian	PROD
crude	PROD
,	O
which	O
is	O
delivered	O
via	O
the	O
Transneft	PIPE
pipeline	PIPE
and	O
then	O
by	O
rail	PIPE
after	O
reloading	O
at	O
the	O
Uyar	O
-LRB-	O
near	O
Krasnoyarsk	O
-RRB-	O
and	O
Zuy	O
-LRB-	O
near	O
Angarsk	O
-RRB-	O
rail	O
junctions	O
.	O
The	REF
plant	REF
also	O
processes	O
crude	PROD
oil	PROD
coming	O
from	O
Rosneft	O
s	O
Sakhalin	OFI
fields	OFI
via	O
the	O
Okha	PIPE
Komsomolsk-on-Amur	PIPE
pipeline	PIPE
.	O
A	O
substantial	O
part	O
of	O
crude	PROD
feedstock	PROD
is	O
sourced	O
from	O
Rosneft	O
s	O
upstream	O
units	O
in	O
Western	O
Siberia	O
and	O
Samara	O
region	O
.	O
Crude	PROD
is	O
supplied	O
from	O
the	O
Samotlor	OFI
Oil	OFI
Field	OFI
in	O
Western	O
Siberia	O
.	O
The	REF
refinery	REF
processes	O
West	PROD
Siberian	PROD
crude	PROD
-LRB-	O
produced	O
by	O
Yuganskneftegaz	O
-RRB-	O
as	O
well	O
as	O
feedstock	PROD
from	O
Rosneft	O
s	O
oil	OFI
fields	OFI
in	O
the	O
Samara	O
region	O
-LRB-	O
Samaraneftegaz	O
-RRB-	O
.	O
TNK	O
BP	O
produces	O
crude	PROD
oil	PROD
in	O
the	O
region	O
.	O

The	REF
refinery	REF
processes	O
crude	PROD
oil	PROD
from	O
West	O
Siberia	O
,	O
which	O
is	O
delivered	O
via	O
the	O
Transneft	PIPE
pipeline	PIPE
system	O
,	O
as	O
well	O
as	O
crude	PROD
oil	PROD
produced	O
by	O
Rosneft	O
in	O
Southern	O
Russia	O
and	O
delivered	O
via	O
the	O
Transneft	PIPE
pipeline	PIPE
system	O
and	O
by	O
rail	PIPE
.	O
The	REF
refinery	REF
processes	O
sour	PROD
crude	PROD
oil	PROD
,	O
various	O
gas	PROD
condensates	PROD
,	O
as	O
well	O
as	O
medium	O
and	O
heavy	PROD
distillates	PROD
from	O
other	O
refineries	REF
.	O
The	REF
plant	REF
processes	O
Karachaganak	PROD
gas	PROD
condensate	PROD
.	O
Uses	O
local	PROD
crude	PROD
.	O
In	O
August	O
2009	O
Bashneft	O
signed	O
annual	O
contracts	O
with	O
Lukoil	O
for	O
the	O
supply	O
of	O
up	O
to	O
400	O
tonnes	O
monthly	O
,	O
TNK-BP	O
-	O
200	O
tonnes	O
of	O
oil	PROD
and	O
Shell	O
-	O
100	O
tonnes	O
of	O
oil	PROD
.	O
West	O
Siberian	PROD
Crude	PROD
Oil	PROD
,	O
Arlan	O
sour	PROD
Crude	PROD
oil	PROD
,	O
gas	O
condensate	O
.	O
The	REF
refinery	REF
processes	O
blend	PROD
crude	PROD
oil	PROD
from	O
Western	O
Siberia	O
and	O
Tatarstan	O
.	O
The	REF
refinery	REF
processes	O
West	PROD
Siberian	PROD
Crude	PROD
.	O
Crude	PROD
oil	PROD
is	O
supplied	O
to	O
the	REF
Refinery	REF
via	O
the	O
Samara	O
by	O
Tikhoretsk	O
Pipeline	O
.	O
The	REF
plant	REF
processes	O
natural	PROD
gas	PROD
condensate	PROD
.	O
Russian	O
crude	PROD
oils	PROD
.	O
In	O
2011	O
the	O
Moscow	REF
Oil	REF
Refinery	REF
Plant	REF
refined	O
10.8	O
million	O
tons	O
of	O
oil	PROD
.	O
The	REF
Omsk	REF
Oil	REF
Refinery	REF
is	O
linked	O
via	O
a	O
pipeline	PIPE
network	PIPE
to	O
JSC	O
Gazprom	O
Neft	O
$	O
™	O
s	O
major	O
oilfields	OFI
,	O
thus	O
providing	O
supplies	O
of	O
high-quality	PROD
crude	PROD
oil	PROD
.	O
Domestic	PROD
crude	PROD
.	O
The	REF
refinery	REF
is	O
to	O
be	O
connected	O
to	O
the	O
Eastern	PIPE
Siberia	PIPE
Pacific	PIPE
Ocean	PIPE
Oil	PIPE
Pipeline	PIPE
.	O
The	REF
refinery	REF
processes	O
locally	PROD
produced	PROD
crude	PROD
oil	PROD
&	O
gas	PROD
condensate	PROD
.	O
The	PROD
crude	PROD
is	O
medium	O
heavy	O
&	O
sour	O
.	O
Siberian	PROD
or	O
Kazakh	PROD
crude	PROD
fed	O
by	O
pipeline	PIPE
.	O
From	O
the	O
domestic	OFI
Yoloten	OFI
Oil	OFI
Field	OFI
.	O
Following	O
the	O
rehabilitation	O
project	O
,	O
the	REF
refinery	REF
changed	O
the	O
source	O
of	O
raw	PROD
material	PROD
from	O
Russian	PROD
crude	PROD
oil	PROD
,	O
with	O
a	O
low	PROD
sulphur	PROD
content	PROD
,	O
to	O
local	PROD
crude	PROD
extracted	O
from	O
the	O
recently	OFI
discovered	OFI
Kokdumalak	OFI
Oil	OFI
Field	OFI
,	O
which	O
has	O
a	O
high	PROD
sulphur	PROD
content	PROD
.	O
The	REF
refinery	REF
process	O
Albanian	PROD
crude	PROD
oil	PROD
.	O
Approx	O
.	O
one	O
million	O
tons	O
of	O
crude	PROD
oil	PROD
comes	O
from	O
these	O
domestic	O
subsidies	O
,	O
the	O
rest	O
from	O
abroad	O
,	O
mainly	O
Russia	O
,	O
Kazakhstan	O
,	O
Nigeria	O
and	O
Saudi	O
Arabia	O
.	O
The	PIPE
Vienna-Adriatic	PIPE
Pipeline	PIPE
-LRB-	O
AWP	PIPE
-RRB-	O
,	O
a	O
branch	O
of	O
the	PIPE
Trans-Alpine	PIPE
Oil	PIPE
Pipeline	PIPE
-LRB-	O
TAL	PIPE
-RRB-	O
is	O
pumping	O
the	PROD
crude	PROD
oil	PROD
imported	O
from	O
Trieste	O
directly	O
to	O
the	O
transfer	O
station	O
Schwechat	O
.	O
Crude	PROD
oil	PROD
can	O
be	O
supplied	O
from	O
the	O
Mediterranean	O
Sea	O
by	O
the	PIPE
Janaf	PIPE
Crude	PIPE
Oil	PIPE
Pipeline	PIPE
.	O
Urals	O
via	O
the	O
Druzhba	PIPE
Pipeline	PIPE
.	O
The	REF
refinery	REF
also	O
processes	O
crude	PROD
from	O
Azerbaijan	O
&	O
Venezuela	O
.	O
Crude	PROD
oil	PROD
is	O
supplied	O
via	O
the	O
Druzhba	PIPE
Pipeline	PIPE
from	O
Russia	O
.	O
Via	O
the	O
Rotterdam	PIPE
Antwerp	PIPE
Pipeline	PIPE
.	O
Processes	O
a	O
blend	O
of	O
heavy	PROD
crude	PROD
oils	PROD
,	O
primarily	O
Venezuelan	O
.	O
The	REF
refinery	REF
receives	O
its	O
raw	PROD
material	PROD
,	O
petroleum	PROD
,	O
from	O
Rotterdam	O
through	O
the	PIPE
RAPL	PIPE
Rotterdam	PIPE
Antwerp	PIPE
Pipeline	PIPE
.	O
Supertankers	O
unload	O
crude	PROD
oil	PROD
at	O
the	O
Rotterdam	TERM
MET	TERM
terminal	TERM
.	O
This	O
crude	PROD
oil	PROD
,	O
with	O
a	O
low	O
or	O
a	O
high	PROD
sulphur	PROD
content	PROD
,	O
is	O
transported	O
to	O
Antwerp	O
by	O
pipeline	PIPE
.	O
Majority	O
of	O
the	PROD
crude	PROD
is	O
Russian	O
,	O
with	O
some	O
from	O
Kazakstan	O
.	O
The	REF
refinery	REF
processes	O
domestic	PROD
petroleum	PROD
-LRB-	O
produced	O
by	O
INA	O
-RRB-	O
in	O
addition	O
to	O
the	O
Russian	PROD
oil	PROD
imported	O
through	O
Druzhba	PIPE
Pipeline	PIPE
.	O
Crude	PROD
oil	PROD
can	O
also	O
be	O
supplied	O
from	O
the	O
Mediterranean	O
Sea	O
by	O
the	PIPE
Janaf	PIPE
Crude	PIPE
Oil	PIPE
Pipeline	PIPE
.	O
Imports	O
a	O
variety	O
of	O
crudes	PROD
via	O
either	O
the	O
Ingolstadt	PIPE
Kralupy	PIPE
Litvinov	PIPE
Oil	PIPE
Pipeline	PIPE
or	O
the	O
Druzhba	PIPE
Pipeline	PIPE
.	O
Crude	PROD
is	O
supplied	O
by	O
the	O
processors	O
.	O
Shell	O
,	O
ENI	O
&	O
Unipetrol	O
provide	O
the	PROD
crude	PROD
.	O
SOCAR	O
supplies	O
Azeri	PROD
Light	PROD
Crude	PROD
Oil	PROD
.	O
Imports	O
a	O
variety	O
of	O
crudes	PROD
via	O
either	O
the	O
Ingolstadt	PIPE
Kralupy	PIPE
Litvinov	PIPE
