designed	O
to	O
process	O
50	O
percent	O
Arabian	PROD
Light	PROD
and	O
50	O
percent	O
Arabian	PROD
Heavy	PROD
crude	PROD
.	O
The	REF
refinery	REF
can	O
process	O
highly	O
acidic	PROD
crude	PROD
oil	PROD
.	O
The	REF
refinery	REF
processes	O
oil	PROD
imported	O
from	O
Mongolia	O
.	O
The	REF
refinery	REF
processes	O
sour	O
crude	PROD
oil	PROD
.	O
The	REF
refinery	REF
mainly	O
processes	O
heavy	PROD
crude	PROD
oil	PROD
from	O
Tahe	OFI
Oil	OFI
Field	OFI
.	O
The	REF
refinery	REF
processes	O
natural	PROD
gas	PROD
condensate	O
high	PROD
sulfur	PROD
and	O
high	PROD
acidity	PROD
crude	PROD
.	O
Some	O
of	O
the	PROD
crude	PROD
oil	PROD
processed	O
at	O
Dalian	O
Petrochemical	O
comes	O
from	O
the	O
Company	O
's	O
own	O
production	O
in	O
the	O
Daqing	O
oil	PROD
region	O
Saudi	O
Arabia	O
is	O
also	O
a	O
major	O
supplier	O
of	O
crude	PROD
.	O
Most	O
of	O
the	O
crude	PROD
it	O
processes	O
is	O
from	O
the	O
neighbouring	O
Xinjiang	O
region	O
Russian-sourced	PROD
crude	PROD
Utilises	O
very	O
heavy	PROD
crude	PROD
,	O
through	O
the	PROD
crude	PROD
upgrading	O
unit	O
.	O
Imported	O
crude	PROD
cargoes	O
will	O
be	O
unloaded	O
at	O
the	O
300	O
dwt	O
berth	O
at	O
Yingkou	O
.	O
port	O
The	REF
refinery	REF
was	O
designed	O
to	O
process	O
high	PROD
acid	PROD
heavy	PROD
offshore	PROD
crude	PROD
from	O
CNOOC	OFI
's	OFI
Penglai	OFI
offshore	OFI
field	OFI
in	O
Bohai	O
Bay	O
.	O
The	REF
refinery	REF
will	O
primarily	O
process	O
Middle	PROD
Eastern	PROD
Crudes	PROD
.	O
The	REF
Refinery	REF
is	O
processing	O
crude	PROD
oil	PROD
available	O
from	O
the	OFI
oil	OFI
fields	OFI
of	O
ONGC	PROD
and	O
OIL	PROD
located	O
in	O
the	O
North-East	O
India	O
and	O
Ravva	PROD
crude	PROD
oil	PROD
from	O
The	REF
Krishna-Godavari	REF
basin	O
off	O
the	O
coast	O
of	O
Andhra	O
Pradesh	O
.	O
The	PROD
North-East	PROD
crude	PROD
oil	PROD
is	O
received	O
through	O
a	O
750	O
km	O
long	O
pipeline	PIPE
of	O
OIL	PROD
originating	O
at	O
Duliajan	O
.	O
Ravva	PROD
crude	PROD
oil	PROD
is	O
shipped	O
to	O
Haldia	O
port	O
from	O
where	O
it	O
is	O
pumped	O
to	O
Barauni	O
through	O
Haldia-Barauni	PIPE
Crude	PIPE
Pipeline	PIPE
(	O
HBCPL	O
)	O
of	O
Indian	PROD
Oil	PROD
.	O
From	O
Barauni	O
,	O
it	O
is	O
pumped	O
to	O
Bongaigaon	O
through	O
OIL	PIPE
's	PIPE
crude	PIPE
pipeline	PIPE
.	O
Sweet	PROD
crude	PROD
is	O
being	O
sourced	O
from	O
African	O
,	O
South	O
East	O
Asian	O
and	O
Middle	O
East	O
countries	O
like	O
Nigeria	O
,	O
Iraq	O
&	O
Malaysia	O
.	O
The	PROD
crude	PROD
is	O
brought	O
up	O
to	O
Haldia	O
by	O
Very	O
Large	O
Crude	O
Carriers	O
(	O
VLCCs	O
)	O
from	O
where	O
it	O
is	O
pumped	O
through	O
the	PIPE
Haldia-Barauni	PIPE
Crude	PIPE
Oil	PIPE
Pipeline	PIPE
.	O
The	O
refinery	REF
is	O
now	O
capable	O
of	O
using	O
sour	PROD
crudes	PROD
.	O
Indigenous	PROD
crude	PROD
oil	PROD
produced	O
at	O
the	O
Assam	OFI
oil	OFI
fields	OFI
.	O
The	O
refinery	REF
processes	O
indigenous	O
and	O
imported	O
,	O
both	O
low	PROD
sulphur	PROD
and	O
high	PROD
sulphur	PROD
grades	O
of	O
crude	PROD
oil	PROD
.	O
Guwahati	REF
Refinery	REF
processes	O
crude	PROD
oil	PROD
received	O
from	O
the	O
Upper	O
Assam	OFI
Oil	OFI
Fields	OFI
. 	O
